time,x,y,z,x_ref,y_ref,z_ref,roll,pitch,yaw,u1,u2,u3,u4,wind_force_x_n,wind_force_y_n,wind_force_z_n
0.1,0.002797014288921045,0.0021955660167434967,0.01131382918036427,0.0,0.0,0.1,-8.782264066973988e-05,0.0001118805715568418,0.0,0.5245497726546166,0.5175497986216436,0.5227997791463733,0.5192997921298869,0.0,0.0,0.0
0.11,0.0030760262856009864,0.00241409911806413,0.013435012371995497,0.0,0.0,0.11,-9.65639647225652e-05,0.00012304105142403945,0.0,0.5250040395491844,0.5173053898268576,0.5230793771186026,0.5192300522574393,0.0,0.0,0.0
0.12,0.0033548414176485966,0.002632340116336867,0.01572535100214125,0.0,0.0,0.12,-0.00010529360465347469,0.00013419365670594386,0.0,0.5254581035675121,0.5170611556178308,0.5233588665800918,0.5191603926052512,0.0,0.0,0.0
0.13,0.003633441840990595,0.0028502626046671897,0.018182258923216347,0.0,0.0,0.13,-0.00011401050418668759,0.0001453376736396238,0.0,0.5259119463057835,0.5168171118279667,0.5236382376863293,0.5190908204474209,0.0,0.0,0.0
0.14,0.0039118097252949825,0.003067840214699891,0.02080318441516177,0.0,0.0,0.14,-0.00012271360858799566,0.0001564723890117993,0.0,0.526365549370476,0.5165732742807536,0.5239174805980454,0.5190213430531841,0.0,0.0,0.0
0.15,0.004189927255112178,0.0032850466198096197,0.023585609756388293,0.0,0.0,0.15,-0.0001314018647923848,0.00016759709020448712,0.0,0.5268188943792156,0.5163296587889403,0.5241965854816468,0.5189519676865091,0.0,0.0,0.0
0.16,0.004467776631015206,0.0035018555382863655,0.02652705079987344,0.0,0.0,0.16,-0.00014007422153145463,0.00017871106524060823,0.0,0.5272719629616323,0.516086281153713,0.5244755425096524,0.5188827016056928,0.0,0.0,0.0
0.17,0.004745340070738847,0.0037182407365155172,0.029625056554351728,0.0,0.0,0.17,-0.0001487296294606207,0.00018981360282955387,0.0,0.5277247367602144,0.5158431571638721,0.5247543418611288,0.5188135520629577,0.0,0.0,0.0
0.18,0.005022599810317699,0.003934176032152095,0.03287720877053879,0.0,0.0,0.18,-0.00015736704128608382,0.00020090399241270797,0.0,0.5281771974311619,0.5156003025950094,0.5250329737221238,0.5187445263040475,0.0,0.0,0.0
0.19,0.005299538105223069,0.004149635297288787,0.036281121532330644,0.0,0.0,0.19,-0.00016598541189155147,0.00021198152420892277,0.0,0.5286293266452403,0.5153577332086882,0.5253114282861022,0.5186756315678263,0.0,0.0,0.0
0.2,0.00557613723149861,0.004364592461617387,0.03983444085292012,0.0,0.0,0.2,-0.0001745836984646955,0.0002230454892599444,0.0,0.5290811060886322,0.5151154647516198,0.5255896957543792,0.5186068750858729,0.0,0.0,0.0
0.21,0.005852379486894652,0.004579021515583276,0.043534844275772935,0.0,0.0,0.21,-0.00018316086062333104,0.00023409517947578607,0.0,0.5295325174637898,0.5148735129548455,0.5258677663365537,0.5185382640820816,0.0,0.0,0.0
0.22,0.00612824719200114,0.004792896513532545,0.04738004048040683,0.0,0.0,0.22,-0.0001917158605413018,0.0002451298876800456,0.0,0.529983542490285,0.5146318935329162,0.5261456302509429,0.5184698057722583,0.0,0.0,0.0
