time,x_ref,y_ref,z_ref,yaw_ref,eta1,eta2,eta3,eta4,eta_min,controller_mode,fault_type,return_or_land_status,safety_active
3.5696875,2.1461487124490413,0.8538512875509587,2.0292297424898083,-0.7853981633974483,1.0,1.0,1.0,1.0,1.0,NORMAL,none,nominal_tracking,0
3.5896875,2.158356868622593,0.841643131377407,2.0316713737245187,-0.7853981633974483,1.0,1.0,1.0,1.0,1.0,NORMAL,none,nominal_tracking,0
3.6096875,2.1711012266764134,0.8288987733235864,2.0342202453352827,-0.7853981633974483,1.0,1.0,1.0,1.0,1.0,NORMAL,none,nominal_tracking,0
3.6296875,2.1843795613879213,0.8156204386120787,2.0368759122775844,-0.7853981633974483,1.0,1.0,1.0,1.0,1.0,NORMAL,none,nominal_tracking,0
3.6496875,2.198188809698204,0.8018111903017957,2.0396377619396406,-0.7853981633974483,1.0,1.0,1.0,1.0,1.0,NORMAL,none,nominal_tracking,0
3.6696875,2.212525092062418,0.7874749079375821,2.0425050184124838,-0.7853981633974483,1.0,1.0,1.0,1.0,1.0,NORMAL,none,nominal_tracking,0
3.6896875,2.227383733800183,0.772616266199817,2.0454767467600368,-0.7853981633974483,1.0,1.0,1.0,1.0,1.0,NORMAL,none,nominal_tracking,0
3.7096875,2.242759286445985,0.7572407135540149,2.048551857289197,-0.7853981633974483,1.0,1.0,1.0,1.0,1.0,NORMAL,none,nominal_tracking,0
3.7296875,2.258645549099571,0.7413544509004286,2.0517291098199144,-0.7853981633974483,1.0,1.0,1.0,1.0,1.0,NORMAL,none,nominal_tracking,0
3.7496875,2.27503558977635,0.7249644102236503,2.05500711795527,-0.7853981633974483,1.0,1.0,1.0,1.0,1.0,NORMAL,none,nominal_tracking,0
3.7696875,2.291921766757787,0.7080782332422129,2.0583843533515576,-0.7853981633974483,1.0,1.0,1.0,1.0,1.0,NORMAL,none,nominal_tracking,0
3.7896875,2.309295749941807,0.6907042500581928,2.0618591499883614,-0.7853981633974483,1.0,1.0,1.0,1.0,1.0,NORMAL,none,nominal_tracking,0
3.8096875,2.3271485421931883,0.6728514578068119,2.0654297084386375,-0.7853981633974483,1.0,1.0,1.0,1.0,1.0,NORMAL,none,nominal_tracking,0
3.8296875,2.345470500693963,0.6545294993060371,2.0690941001387926,-0.7853981633974483,1.0,1.0,1.0,1.0,1.0,NORMAL,none,nominal_tracking,0
3.8496875,2.364251358293815,0.6357486417061851,2.072850271658763,-0.7853981633974483,1.0,1.0,1.0,1.0,1.0,NORMAL,none,nominal_tracking,0
3.8696875,2.383480244860478,0.6165197551395216,2.076696048972096,-0.7853981633974483,1.0,1.0,1.0,1.0,1.0,NORMAL,none,nominal_tracking,0
3.8896875,2.4031457086301344,0.5968542913698656,2.080629141726027,-0.7853981633974483,1.0,1.0,1.0,1.0,1.0,NORMAL,none,nominal_tracking,0
3.9096875,2.423235737557812,0.5767642624421878,2.0846471475115624,-0.7853981633974483,1.0,1.0,1.0,1.0,1.0,NORMAL,none,nominal_tracking,0
3.9296875,2.443737780667784,0.5562622193322161,2.0887475561335567,-0.7853981633974483,1.0,1.0,1.0,1.0,1.0,NORMAL,none,nominal_tracking,0
3.9496875,2.4646387694039658,0.5353612305960342,2.0929277538807933,-0.7853981633974483,1.0,1.0,1.0,1.0,1.0,NORMAL,none,nominal_tracking,0
3.9696875,2.485925138980314,0.5140748610196862,2.097185027796063,-0.7853981633974483,1.0,1.0,1.0,1.0,1.0,NORMAL,none,nominal_tracking,0
3.9896875,2.5075828497312247,0.4924171502687753,2.101516569946245,-0.7853981633974483,1.0,1.0,1.0,1.0,1.0,NORMAL,none,nominal_tracking,0
4.0096875,2.5295974084619317,0.4704025915380685,2.105919481692386,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,fault_detected,1
4.0296875,2.551953889798904,0.4480461102010961,2.110390777959781,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,fault_detected,1
4.0496875,2.5746369575402452,0.42536304245975487,2.114927391508049,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,fault_detected,1
4.0696875,2.5976308860060904,0.4023691139939094,2.119526177201218,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,fault_detected,1
4.0896875,2.620919581389006,0.3790804186109942,2.124183916277801,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,fault_detected,1
4.1096875,2.6444866031043865,0.35551339689561356,2.128897320620877,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,fault_detected,1
4.1296875,2.6683151851408535,0.33168481485914636,2.1336630370281706,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,fault_detected,1
4.1496875,2.692388257410654,0.3076117425893461,2.138477651482131,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,fault_detected,1
4.1696875,2.7166884671000577,0.28331153289994215,2.1433376934200115,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,fault_detected,1
4.1896875,2.741198200019757,0.258801799980243,2.1482396400039514,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,fault_detected,1
4.2096875,2.7658996019552626,0.23410039804473726,2.1531799203910524,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,fault_detected,1
4.2296875,2.790774600017305,0.20922539998269474,2.158154920003461,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,fault_detected,1
4.2496875,2.8158049239922303,0.18419507600776974,2.163160984798446,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,fault_detected,1
4.2696875,2.840972127692399,0.15902787230760096,2.1681944255384797,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,fault_detected,1
4.2896875,2.866257610306584,0.13374238969341623,2.173251522061317,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,fault_detected,1
4.3096875,2.89164263775037,0.10835736224962988,2.178328527550074,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,fault_detected,1
4.3296875,2.9171083640165514,0.08289163598344873,2.18342167280331,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,fault_detected,1
4.3496875,2.942635852525528,0.05736414747447183,2.1885271705051057,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,fault_detected,1
4.3696875,2.968206097475708,0.03179390252429215,2.1936412194951416,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,fault_detected,1
4.3896875,2.9938000451939017,0.006199954806098251,2.1987600090387804,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,fault_detected,1
4.4096875,3.0193986154857226,-0.01939861548572286,2.2038797230971445,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,fault_detected,1
4.4296875,3.0449827229859836,-0.0449827229859836,2.2089965445971966,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,fault_detected,1
4.4496875,3.0705332985090976,-0.07053329850909762,2.2141066597018195,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,fault_detected,1
4.4696875,3.096031310399473,-0.09603131039947321,2.2192062620798945,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,fault_detected,1
4.4896875,3.121457785881915,-0.12145778588191503,2.224291557176383,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,fault_detected,1
4.5096875,3.1467780956161144,-0.1467930983109927,2.22935761948254,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
4.5296875,3.1466463070454402,-0.1467869505458744,2.2293480138758124,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
4.5496875,3.1463813181882783,-0.1467745891609344,2.229328699767343,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
4.5696875,3.145983845115046,-0.14675604755992472,2.229299729348993,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
4.5896875,3.1454546038961633,-0.14673135914659746,2.2292611548126238,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
4.6096875,3.1447943106020486,-0.14670055732470474,2.229213028350097,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
4.6296875,3.1440036813031202,-0.14666367549799864,2.2291554021532747,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
4.6496875,3.143083432069797,-0.1466207470702312,2.2290883284140173,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
4.6696875,3.142034278972498,-0.14657180544515452,2.229011859324187,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
4.6896875,3.1408569380816425,-0.14651688402652074,2.228926047075646,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
4.7096875,3.139552125467648,-0.1464560162180819,2.228830943860254,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
4.7296875,3.1381205572009336,-0.14638923542359009,2.228726601869874,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
4.7496875,3.136562949351919,-0.1463165750467974,2.2286130732963674,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
4.7696875,3.134880017991022,-0.14623806849145596,2.2284904103315957,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
4.7896875,3.1330724791886615,-0.1461537491613178,2.22835866516742,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
4.8096875,3.1311410490152567,-0.146063650460135,2.228217889995702,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
4.8296875,3.1290864435412256,-0.14596780579165966,2.228068137008303,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
4.8496875,3.1269093788369875,-0.14586624855964392,2.227909458397085,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
4.8696875,3.1246105709729615,-0.1457590121678398,2.2277419063539092,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
4.8896875,3.1221907360195655,-0.1456461300199994,2.2275655330706376,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
4.9096875,3.1196505900472187,-0.14552763551987483,2.2273803907391314,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
4.9296875,3.11699084912634,-0.14540356207121818,2.2271865315512516,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
4.9496875,3.1142122293273475,-0.1452739430777815,2.2269840076988605,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
4.9696875,3.1113154467206607,-0.1451388119433169,2.2267728713738197,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
4.9896875,3.108301217376698,-0.14499820207157646,2.22655317476799,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.0096875,3.105170257365878,-0.1448521468663123,2.2263249700732337,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.0296875,3.1019232827586203,-0.14470067973127643,2.2260883094814115,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.0496875,3.0985610096253424,-0.144543834070221,2.225843245184386,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.0696875,3.095084154036464,-0.1443816432868981,2.2255898293740177,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.0896875,3.0914934320624035,-0.14421414078505979,2.2253281142421684,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.1096875,3.08778955977358,-0.14404135996845815,2.2250581519807,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.1296875,3.083973253240411,-0.1438633342408453,2.2247799947814735,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.1496875,3.0800452285333173,-0.14368009700597328,2.224493694836351,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.1696875,3.0760062017227154,-0.1434916816675942,2.2241993043371933,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.1896875,3.071856888879026,-0.14329812162946018,2.2238968754758632,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.2096875,3.067598006072667,-0.14309945029532328,2.223586460444221,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.2296875,3.063230269374057,-0.14289570106893557,2.223268111434128,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.2496875,3.058754394853615,-0.14268690735404915,2.2229418806374475,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.2696875,3.05417109858176,-0.14247310255441611,2.2226078202460395,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.2896875,3.04948109662891,-0.14225432007378852,2.222265982451766,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.3096875,3.0446851050654846,-0.1420305933159185,2.2219164194464884,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.3296875,3.0397838399619017,-0.14180195568455808,2.221559183422068,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.3496875,3.034778017388581,-0.14156844058345944,2.221194326570367,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.3696875,3.0296683534159405,-0.14133008141637454,2.220821901083246,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.3896875,3.0244555641143993,-0.1410869115870556,2.2204419591525673,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.4096875,3.019140365554376,-0.1408389644992546,2.2200545529701925,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.4296875,3.01372347380629,-0.1405862735567237,2.2196597347279825,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.4496875,3.0082056049405588,-0.14032887216321496,2.219257556617799,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.4696875,3.0025874750276023,-0.14006679372248043,2.218848070831504,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.4896875,2.9968698001378384,-0.13980007163827227,2.218431329560959,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.5096875,2.9910532963416863,-0.13952873931434248,2.2180073849980246,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.5296875,2.9851386797095647,-0.13925283015444323,2.217576289334563,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.5496875,2.9791266663118927,-0.13897237756232655,2.2171380947624364,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.5696875,2.9730179722190884,-0.13868741494174455,2.216692853473505,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.5896875,2.966813313501571,-0.13839797569644932,2.2162406176596314,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.6096875,2.960513406229759,-0.13810409323019296,2.2157814395126767,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.6296875,2.9541189664740712,-0.13780580094672748,2.2153153712245017,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.6496875,2.9476307103049266,-0.13750313224980507,2.214842464986969,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.6696875,2.941049353792744,-0.13719612054317776,2.21436277299194,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.6896875,2.9343756130079415,-0.13688479923059765,2.2138763474312757,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.7096875,2.9276102040209384,-0.1365692017158168,2.2133832404968383,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.7296875,2.9207538429021533,-0.13624936140258734,2.2128835043804886,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.7496875,2.913807245722005,-0.13592531169466132,2.212377191274088,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.7696875,2.9067711285509126,-0.13559708599579087,2.2118643533694997,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.7896875,2.899646207459294,-0.13526471770972803,2.211345042858583,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.8096875,2.8924331985175686,-0.1349282402402249,2.210819311933201,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.8296875,2.8851328177961553,-0.1345876869910336,2.210287212785215,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.8496875,2.8777457813654723,-0.13424309136590618,2.2097487976064856,-0.7853981633974483,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.879375,2.866622400644126,-0.13372420014759817,2.2089380533959546,0.8329812666744318,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.899375,2.859023178265419,-0.13336970632444659,2.208384172727621,0.8329812666744317,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.919375,2.8513397952353077,-0.13301128651655755,2.2078241578845614,0.8329812666744318,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.939375,2.843572967624211,-0.13264897412768317,2.2072580610586385,0.8329812666744317,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.959375,2.8357234115025483,-0.13228280256157554,2.206685934441713,0.8329812666744318,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.979375,2.8277918429407367,-0.13191280522198673,2.206107830225647,0.8329812666744317,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
5.999375,2.8197789780091966,-0.13153901551266883,2.2055238006023026,0.8329812666744317,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
6.019375,2.811685532778346,-0.13116146683737392,2.2049338977635395,0.8329812666744317,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
6.039375,2.803512223318604,-0.13078019259985413,2.204338173901221,0.8329812666744317,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
6.059375,2.795259765700389,-0.13039522620386146,2.2037366812072072,0.8329812666744317,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
6.079375,2.7869288759941204,-0.1300066010531481,2.203129471873361,0.8329812666744317,1.0,0.7,1.0,1.0,0.7,FAULT_TOLERANT,motor_efficiency_drop,degraded_return,1
