time,x,y,z,x_ref,y_ref,z_ref,roll,pitch,yaw,u1,u2,u3,u4,geofence_breach_active,flight_mode,active_setpoint_source,safety_status,event_code,system_supervisor_keepalive
0.62,0.744034057488241,0.8664887665774234,-0.00018547964008750945,0.0,0.0,1.24,-0.17500057874758027,-0.1630976489269308,-1.674813473150078,103.4533532641374,-130.15917037669055,130.15917037669055,-126.05697251031503,1.0,6.0,30.0,0.0,64.0,0.031
0.63,0.7711211667857876,0.8961316479990299,-0.0001893998158563559,0.0,0.0,1.26,-1.0962912872356245,1.933630442676522,0.534478120996744,130.15917037669055,-130.15917037669055,103.05841943833371,-122.0597331966733,1.0,6.0,30.0,0.0,64.0,0.031
0.64,0.7986256737487294,0.9263060799472381,-0.0001919865407268225,0.0,0.0,1.28,1.1055979075345304,-2.9642743861591683,-0.41607555823679876,130.15917037669055,-130.15917037669055,93.51649199013741,-130.15917037669055,1.0,6.0,30.0,0.0,64.0,0.031
0.65,0.8266326941996064,0.956928605684745,-0.00019565043403087047,0.0,0.0,1.3,-0.0769623487067199,-0.06257836320936831,-2.283844097971492,89.4847621580287,-130.15917037669055,130.15917037669055,-130.15917037669055,1.0,6.0,30.0,0.0,64.0,0.031
0.66,0.8551449283008444,0.988089265395125,-0.00019868732752679463,0.0,0.0,1.32,-0.7628635528493541,1.890009247334885,-0.4258206868732981,128.95447957031328,-130.15917037669055,99.30145223193254,-125.81670040307449,1.0,6.0,30.0,0.0,64.0,0.031
0.67,0.8841690375695176,1.0197920265480103,-0.00020186937028497459,0.0,0.0,1.34,1.1655373118100214,-2.9633439241699024,-1.0824579070558698,130.15917037669055,-130.15917037669055,81.13125684866574,-130.15917037669055,1.0,6.0,30.0,0.0,64.0,0.031
0.68,0.9137001786324949,1.0520139001299609,-0.00020505414362245484,0.0,0.0,1.36,-0.03968799750621985,-0.055283676480840614,-2.9635805144984118,95.58663078744559,-130.15917037669055,130.15917037669055,-130.15917037669055,1.0,6.0,30.0,0.0,64.0,0.031
0.6900000000000001,0.9437345323451901,1.084753909192448,-0.00020889332585899485,0.0,0.0,1.3800000000000001,-0.5859829497318539,1.971835364772917,-1.2483271473076933,130.15917037669055,-130.15917037669055,104.86263285911232,-120.25551977589473,1.0,6.0,30.0,0.0,64.0,0.031
0.7000000000000001,0.9741783558776775,1.1180226046141832,-0.00021147840859558052,0.0,0.0,1.4000000000000001,1.2571853703094589,-2.8570547039443746,-1.6892786369407113,130.15917037669055,-130.15917037669055,79.79310674752082,-130.15917037669055,1.0,6.0,30.0,0.0,64.0,0.031
0.71,1.005129886707848,1.1517672246414619,-0.00021495294349821575,0.0,0.0,1.42,0.019902684228194797,0.060470262773083844,2.691807388620375,94.3248334666255,-130.15917037669055,130.15917037669055,-130.15917037669055,1.0,6.0,30.0,0.0,64.0,0.031
