time,x,y,z,x_ref,y_ref,z_ref,roll,pitch,yaw,u1,u2,u3,u4,battery_voltage,voltage_margin,battery_low_active,esc_saturation_ratio,flight_mode,active_setpoint_source,safety_status,event_code,system_supervisor_keepalive
0.8200000000000001,0.8745606048811664,1.0327314164104293,0.0011381831314454167,0.0,0.0,1.6400000000000001,1.0797502770570622,-3.058780733029923,1.5385869244093573,130.15917037669055,-121.6988055431357,114.65501656984156,-110.46313606516549,14.0,0.0,1.0,1.0,6.0,30.0,0.0,61.0,0.031
0.8300000000000001,0.8890249431961679,1.049052371320106,0.0012584284479711329,0.0,0.0,1.6600000000000001,-0.19996613118479173,-0.10338996398819499,-0.3742096203348868,116.24669743943016,-130.15917037669055,130.15917037669055,-110.12213212045654,14.0,0.0,1.0,1.0,6.0,30.0,0.0,61.0,0.031
0.84,0.9040294844959414,1.0655267834900306,0.0009217126549656225,0.0,0.0,1.6800000000000002,-1.0036550276388887,1.7748133414991176,1.6764720544704208,130.15917037669055,-130.15917037669055,119.81895476911134,-105.2991978658957,14.0,0.0,1.0,1.0,6.0,30.0,0.0,61.0,0.031
0.85,0.9179781621249854,1.0827293546181471,0.0011638644746208534,0.0,0.0,1.7,1.255244034338524,-3.048816817562235,0.7247447270675367,130.15917037669055,-123.12776193312837,101.99039070187867,-123.12776193312837,14.0,0.0,1.0,1.0,6.0,30.0,0.0,61.0,0.031
0.86,0.9325213227467125,1.0989676028233135,0.0011623266637945055,0.0,0.0,1.72,-0.09691766984768617,0.04795230136259092,-1.2439028270266097,121.36960318804228,-130.15917037669055,130.15917037669055,-103.74854944696477,14.0,0.0,1.0,1.0,6.0,30.0,0.0,61.0,0.031
0.87,0.947438906819196,1.1155176527211095,0.0009216026752469788,0.0,0.0,1.7399999999999998,-0.3961475222466864,1.8796256583893134,0.21716979648979676,130.15917037669055,-130.15917037669055,116.16438951980584,-108.95376311520121,14.0,0.0,1.0,1.0,6.0,30.0,0.0,61.0,0.031
0.88,0.9613190989735081,1.1326843275765666,0.00120473169281535,0.0,0.0,1.7600000000000002,1.2863212112427627,-2.8795481859971455,-0.09164803955123535,130.15917037669055,-130.15917037669055,91.75457794665101,-130.15917037669055,14.0,0.0,1.0,0.75,6.0,30.0,0.0,61.0,0.031
0.89,0.9759154220316253,1.1488609661839306,0.001124346099465378,0.0,0.0,1.78,0.04830291619573437,-0.010170789378978121,-1.9913588805928102,93.48828492372283,-130.15917037669055,130.15917037669055,-130.15917037669055,14.0,0.0,1.0,0.75,6.0,30.0,0.0,61.0,0.031
0.9,0.9908409109445794,1.1654238706734135,0.0009206912560035419,0.0,0.0,1.8,-0.6060721855527714,1.9974525220970596,-0.24652609383049265,129.4573882135069,-130.15917037669055,104.06467772442119,-121.05347491058586,14.0,0.0,1.0,1.0,6.0,30.0,0.0,61.0,0.031
0.91,1.0047215012327946,1.1826234924014276,0.0011992543465266484,0.0,0.0,1.8199999999999998,1.1645871249712856,-2.8358407177356626,-0.7126052324152414,130.15917037669055,-130.15917037669055,86.11203566635963,-130.15917037669055,14.0,0.0,1.0,0.75,6.0,30.0,0.0,61.0,0.031
0.92,1.0192832961499791,1.1988371584725623,0.001185658970922482,0.0,0.0,1.8400000000000003,0.024071180489000563,-0.12289570643163406,-2.529980788372299,84.25512288459605,-130.15917037669055,130.15917037669055,-130.15917037669055,14.0,0.0,1.0,0.75,6.0,30.0,0.0,61.0,0.031
0.93,1.0342681392647872,1.215355111690817,0.0009205139329258551,0.0,0.0,1.86,-0.8785458039159894,1.9753060496807704,-0.5135153989726047,127.60468391215565,-130.15917037669055,97.96314032510047,-130.15917037669055,14.0,0.0,1.0,1.0,6.0,30.0,0.0,61.0,0.031
0.9400000000000001,1.0481929756661428,1.2325878669379389,0.0011688503553096844,0.0,0.0,1.8800000000000001,1.110141532675645,-2.937776599067902,-1.2537255697521612,130.15917037669055,-130.15917037669055,83.1112045851411,-130.15917037669055,14.0,0.0,1.0,0.75,6.0,30.0,0.0,61.0,0.031
0.9500000000000001,1.0627106171929275,1.2488607901883626,0.0012240016344207245,0.0,0.0,1.9,-0.09944613367657125,-0.11474065459723666,-3.113313681435006,89.5690646065211,-130.15917037669055,130.15917037669055,-130.15917037669055,14.0,0.0,1.0,0.75,6.0,30.0,0.0,61.0,0.031
0.96,1.077713143675571,1.2653622603143857,0.0009211608286427646,0.0,0.0,1.92,-0.9308160466138069,1.8408615679019888,-1.1000356060339933,130.15917037669055,-130.15917037669055,102.19471954778012,-122.92343308722693,14.0,0.0,1.0,1.0,6.0,30.0,0.0,61.0,0.031
0.97,1.0916613368702,1.2825804448991427,0.0011669495278819526,0.0,0.0,1.94,1.22893078307227,-3.0314814025472283,-1.9545609015678969,130.15917037669055,-130.15917037669055,79.87489651407469,-130.15917037669055,14.0,0.0,1.0,0.75,6.0,30.0,0.0,61.0,0.031
0.98,1.1062131736946834,1.2988344123127311,0.0011664251874998663,0.0,0.0,1.9600000000000002,-0.12003175862845605,0.04766611568945102,2.367234753003376,111.04697653654658,-130.15917037669055,130.15917037669055,-114.07117609846046,14.0,0.0,1.0,1.0,6.0,30.0,0.0,61.0,0.031
0.99,1.121137138740809,1.3153965132060474,0.0009217311159017285,0.0,0.0,1.98,-0.2649803858078375,1.8368093623706536,-2.6055924449218564,130.15917037669055,-130.15917037669055,121.13795104341585,-103.9802015915912,14.0,0.0,1.0,1.0,6.0,30.0,0.0,61.0,0.031
1.0,1.1350301248053518,1.3325526390309936,0.0012088500602199282,0.0,0.0,2.0,1.3653950747052865,-2.918300574080867,-2.8123235029557705,130.15917037669055,-130.15917037669055,84.82924540177562,-130.15917037669055,14.0,0.0,1.0,0.75,6.0,30.0,0.0,61.0,0.031
