time_s,position_x_m,position_y_m,position_z_m,position_ref_x_m,position_ref_y_m,position_ref_z_m,position_error_norm_m
0.44,5.629518542340674e-05,-7.250979717048784e-05,0.003665319718968938,0.0,0.0,0.8800000000000001,0.8763346850890222
0.45,5.991785856782075e-05,-7.717764722601372e-05,0.0038386480598700877,0.0,0.0,0.9,0.8961613572664805
0.46,6.36482862153372e-05,-8.19845961967483e-05,0.004015983135388209,0.0,0.0,0.9200000000000002,0.915984022744943
0.47000000000000003,6.748474418017406e-05,-8.692843466672266e-05,0.004197324752848678,0.0,0.0,0.9400000000000001,0.9358026817179297
0.48,7.142553248822814e-05,-9.200698291281411e-05,0.004382672707944548,0.0,0.0,0.96,0.9556173343905514
0.49,7.546899067644437e-05,-9.721811062279625e-05,0.004572026787995013,0.0,0.0,0.9800000000000001,0.9754279809762532
0.5,7.961351134686605e-05,-0.00010255975438046804,0.004765386775032096,0.0,0.0,1.0,0.995234621693732
0.51,8.385755196818066e-05,-0.00010802993290697235,0.004962752448693899,0.0,0.0,1.02,1.0150372567640495
0.52,8.819964493796064e-05,-0.00011362676007366033,0.0051641235889064874,0.0,0.0,1.04,1.0348358864079532
0.53,9.263840593730474e-05,-0.00011934845572569971,0.005369499978341055,0.0,0.0,1.06,1.0546305108434244
0.54,9.71725435519465e-05,-0.00012519335814578612,0.005578881406881146,0.0,0.0,1.08,1.0744211302812177
0.55,0.00010180086183780501,-0.00013115992744910384,0.005792267731426004,0.0,0.0,1.1,1.094207744865059
0.56,0.0001065222634442721,-0.00013724674968122397,0.006009658896876981,0.0,0.0,1.12,1.1139903546506655
0.5700000000000001,0.0001113357466466947,-0.00014345253303125327,0.006231055000814835,0.0,0.0,1.1400000000000001,1.1337689595410712
0.58,0.0001162403839084271,-0.00014977608011535772,0.006456454845382438,0.0,0.0,1.16,1.1535435607347406
0.59,0.00012123539245066696,-0.0001562163791590021,0.006685858952534705,0.0,0.0,1.18,1.1733141577103416
0.6,0.0001263200855162254,-0.0001627725410582869,0.00691926753709522,0.0,0.0,1.2,1.1930807502536807
0.61,0.00013149386510103966,-0.00016944379001022602,0.007156680574361839,0.0,0.0,1.22,1.2128433383900967
0.62,0.00013675622726959022,-0.00017622947041823667,0.007398098143404274,0.0,0.0,1.24,1.2326019220411708
0.63,0.00014210675787531033,-0.00018312904146836935,0.007643520325684445,0.0,0.0,1.26,1.2523565011261055
0.64,0.00014754512750057567,-0.0001901420707216981,0.00789294719779556,0.0,0.0,1.28,1.2721070755689878
0.65,0.000153071085842959,-0.00019726822700805166,0.008146378827698225,0.0,0.0,1.3,1.291853645302555
0.66,0.0001586844556615741,-0.00020450727276038108,0.008403815272841047,0.0,0.0,1.32,1.3115962102700744
0.67,0.00016438512638947917,-0.00021185905592106124,0.00866525657934015,0.0,0.0,1.34,1.3313347704261629
0.68,0.000170173047511769,-0.0002193235015446445,0.008930702781782663,0.0,0.0,1.36,1.3510693257369855
0.6900000000000001,0.00017604822180292874,-0.00022690060321476434,0.009200153903417012,0.0,0.0,1.3800000000000001,1.370799876180063
0.7000000000000001,0.00018201069851079418,-0.00023459041438558662,0.009473609956595012,0.0,0.0,1.4000000000000001,1.3905264217438302
0.71,0.00018806056656788062,-0.0002423930397502824,0.009751070943383849,0.0,0.0,1.42,1.410248962427023
